CFisoKop_Flex_ID,CFisoKop_Flex_Exp,CFisoKop_Flex_Sim,CFisoKop_Step_ID,CFisoKop_Step_Exp,CFisoKop_Step_Sim,GisoKop_Aldi_ID,GisoKop_Aldi_Exp,GisoKop_Aldi_Sim,GisoKop_Cload_ID,GisoKop_Cload_Exp,GisoKop_Cload_Sim,VMtisoKop_Flex_ID,VMtisoKop_Flex_Exp,VMtisoKop_Flex_Sim,VMtisoKop_Step_ID,VMtisoKop_Step_Exp,VMtisoKop_Step_Sim,GTisoKop_Aldi_ID,GTisoKop_Aldi_Exp,GTisoKop_Aldi_Sim,GTisoKop_Cload_ID,GTisoKop_Cload_Exp,GTisoKop_Cload_Sim
853,-0.0406,0.0684,853,-0.0406,-0.0033,853,-0.0406,0.1803,853,-0.0406,0.2268,853,-0.0406,0.1007,853,-0.0406,-0.0051,853,-0.0406,0.1634,853,-0.0406,0.1941
854,-0.0202,0.0691,854,-0.0202,-0.0057,854,-0.0202,0.1736,854,-0.0202,0.2196,854,-0.0202,0.1062,854,-0.0202,-0.0026,854,-0.0202,0.1605,854,-0.0202,0.1907
855,0.0018,0.0672,855,0.0018,-0.0101,855,0.0018,0.189,855,0.0018,0.2352,855,0.0018,0.0909,855,0.0018,-0.0123,855,0.0018,0.188,855,0.0018,0.2201
856,-0.0467,0.069,856,-0.0467,-0.0156,856,-0.0467,0.1842,856,-0.0467,0.2305,856,-0.0467,0.0986,856,-0.0467,-0.0146,856,-0.0467,0.1903,856,-0.0467,0.2218
857,-0.0978,0.0598,857,-0.0978,-0.0071,857,-0.0978,0.1668,857,-0.0978,0.2119,857,-0.0978,0.0815,857,-0.0978,-0.0093,857,-0.0978,0.1322,857,-0.0978,0.1581
858,0.0457,0.0605,858,0.0457,-0.0099,858,0.0457,0.1622,858,0.0457,0.2076,858,0.0457,0.09,858,0.0457,-0.0067,858,0.0457,0.13,858,0.0457,0.1562
859,-0.0151,0.0552,859,-0.0151,-0.0144,859,-0.0151,0.1603,859,-0.0151,0.2026,859,-0.0151,0.0686,859,-0.0151,-0.0153,859,-0.0151,0.1302,859,-0.0151,0.1547
860,-0.1013,0.055,860,-0.1013,-0.0211,860,-0.1013,0.1576,860,-0.1013,0.2005,860,-0.1013,0.074,860,-0.1013,-0.0188,860,-0.1013,0.1294,860,-0.1013,0.1535
861,-0.0136,0.0533,861,-0.0136,-0.0113,861,-0.0136,0.1561,861,-0.0136,0.2003,861,-0.0136,0.0707,861,-0.0136,-0.0147,861,-0.0136,0.1119,861,-0.0136,0.1327
862,-0.0861,0.0544,862,-0.0861,-0.014,862,-0.0861,0.1534,862,-0.0861,0.1985,862,-0.0861,0.078,862,-0.0861,-0.0125,862,-0.0861,0.1094,862,-0.0861,0.1307
863,-0.0472,0.048,863,-0.0472,-0.0183,863,-0.0472,0.1501,863,-0.0472,0.1921,863,-0.0472,0.058,863,-0.0472,-0.018,863,-0.0472,0.1066,863,-0.0472,0.1256
864,0.0228,0.0482,864,0.0228,-0.0237,864,0.0228,0.1433,864,0.0228,0.1851,864,0.0228,0.0604,864,0.0228,-0.0207,864,0.0228,0.0968,864,0.0228,0.1148
865,-0.069,0.0298,865,-0.069,-0.0244,865,-0.069,0.1011,865,-0.069,0.1339,865,-0.069,0.0421,865,-0.069,-0.0273,865,-0.069,0.0577,865,-0.069,0.0676
866,-0.0959,0.0368,866,-0.0959,-0.0207,866,-0.0959,0.1057,866,-0.0959,0.139,866,-0.0959,0.0553,866,-0.0959,-0.0222,866,-0.0959,0.069,866,-0.0959,0.0816
867,-0.1095,0.0337,867,-0.1095,-0.0248,867,-0.1095,0.1148,867,-0.1095,0.149,867,-0.1095,0.0389,867,-0.1095,-0.0229,867,-0.1095,0.0612,867,-0.1095,0.0708
868,-0.1566,0.0317,868,-0.1566,-0.0262,868,-0.1566,0.0884,868,-0.1566,0.1135,868,-0.1566,0.0379,868,-0.1566,-0.0221,868,-0.1566,0.0517,868,-0.1566,0.0607
869,-0.0643,0.0086,869,-0.0643,-0.0377,869,-0.0643,0.0101,869,-0.0643,0.0107,869,-0.0643,0.0163,869,-0.0643,-0.0391,869,-0.0643,0.0204,869,-0.0643,0.0223
870,-0.0614,0.0111,870,-0.0614,-0.0314,870,-0.0614,0.0125,870,-0.0614,0.014,870,-0.0614,0.0284,870,-0.0614,-0.0372,870,-0.0614,0.0309,870,-0.0614,0.0359
871,-0.1196,0.0091,871,-0.1196,-0.0313,871,-0.1196,0.01,871,-0.1196,0.0104,871,-0.1196,0.0175,871,-0.1196,-0.0268,871,-0.1196,0.0231,871,-0.1196,0.0255
872,-0.0575,0.0075,872,-0.0575,-0.0271,872,-0.0575,0.0105,872,-0.0575,0.0122,872,-0.0575,0.0144,872,-0.0575,-0.0228,872,-0.0575,0.0191,872,-0.0575,0.022
873,-0.088,0.0023,873,-0.088,-0.0488,873,-0.088,0.0025,873,-0.088,0.0025,873,-0.088,0.0051,873,-0.088,-0.0471,873,-0.088,0.006,873,-0.088,0.0062
874,-0.1659,0.0031,874,-0.1659,-0.0524,874,-0.1659,0.0032,874,-0.1659,0.0032,874,-0.1659,0.0066,874,-0.1659,-0.0656,874,-0.1659,0.0071,874,-0.1659,0.0076
875,-0.1456,0.0036,875,-0.1456,-0.0321,875,-0.1456,0.0036,875,-0.1456,0.0037,875,-0.1456,0.0074,875,-0.1456,-0.0286,875,-0.1456,0.0085,875,-0.1456,0.0091
876,-0.1268,0.0019,876,-0.1268,-0.0295,876,-0.1268,0.0024,876,-0.1268,0.0024,876,-0.1268,0.0039,876,-0.1268,-0.0257,876,-0.1268,0.005,876,-0.1268,0.0051
882,0.0488,0.1898,882,0.0488,0.0275,882,0.0488,0.3593,882,0.0488,0.3824,882,0.0488,0.1889,882,0.0488,0.0319,882,0.0488,0.362,882,0.0488,0.3801
883,-0.0073,0.186,883,-0.0073,0.0376,883,-0.0073,0.3554,883,-0.0073,0.3866,883,-0.0073,0.1858,883,-0.0073,0.0328,883,-0.0073,0.3607,883,-0.0073,0.3871
886,-0.0111,0.1376,886,-0.0111,0.0238,886,-0.0111,0.3299,886,-0.0111,0.3539,886,-0.0111,0.1384,886,-0.0111,0.0209,886,-0.0111,0.3443,886,-0.0111,0.354
887,0.0273,0.1265,887,0.0273,0.0259,887,0.0273,0.3158,887,0.0273,0.3492,887,0.0273,0.1278,887,0.0273,0.0231,887,0.0273,0.3328,887,0.0273,0.3519
889,0.0008,0.1759,889,0.0008,0.0284,889,0.0008,0.3156,889,0.0008,0.3545,889,0.0008,0.1694,889,0.0008,0.0295,889,0.0008,0.3231,889,0.0008,0.3441
890,0.0172,0.1775,890,0.0172,0.0374,890,0.0172,0.3155,890,0.0172,0.3592,890,0.0172,0.1728,890,0.0172,0.0378,890,0.0172,0.3301,890,0.0172,0.3576
891,0.0246,0.0949,891,0.0246,0.0252,891,0.0246,0.2474,891,0.0246,0.2969,891,0.0246,0.1118,891,0.0246,0.0225,891,0.0246,0.2656,891,0.0246,0.292
892,0.014,0.0856,892,0.014,0.0244,892,0.014,0.2489,892,0.014,0.2977,892,0.014,0.1083,892,0.014,0.0225,892,0.014,0.2759,892,0.014,0.3059
893,0.0241,0.1023,893,0.0241,0.0253,893,0.0241,0.2213,893,0.0241,0.2799,893,0.0241,0.1347,893,0.0241,0.0314,893,0.0241,0.2316,893,0.0241,0.2649
894,-0.0886,0.0943,894,-0.0886,0.0285,894,-0.0886,0.2104,894,-0.0886,0.2653,894,-0.0886,0.1287,894,-0.0886,0.0372,894,-0.0886,0.2216,894,-0.0886,0.2557
895,-0.0325,0.0658,895,-0.0325,0.0241,895,-0.0325,0.2018,895,-0.0325,0.2556,895,-0.0325,0.0929,895,-0.0325,0.0238,895,-0.0325,0.2082,895,-0.0325,0.2404
896,-0.0619,0.0643,896,-0.0619,0.0212,896,-0.0619,0.1994,896,-0.0619,0.2488,896,-0.0619,0.0864,896,-0.0619,0.0219,896,-0.0619,0.2098,896,-0.0619,0.242
897,-0.0822,0.0552,897,-0.0822,0.0189,897,-0.0822,0.1584,897,-0.0822,0.2027,897,-0.0822,0.0926,897,-0.0822,0.0292,897,-0.0822,0.1487,897,-0.0822,0.1787
898,0.0578,0.054,898,0.0578,0.0189,898,0.0578,0.1608,898,0.0578,0.2048,898,0.0578,0.0929,898,0.0578,0.032,898,0.0578,0.1562,898,0.0578,0.1872
899,-0.1541,0.0537,899,-0.1541,0.0202,899,-0.1541,0.1729,899,-0.1541,0.2193,899,-0.1541,0.0778,899,-0.1541,0.023,899,-0.1541,0.1652,899,-0.1541,0.1957
900,0.0788,0.0504,900,0.0788,0.0168,900,0.0788,0.1614,900,0.0788,0.2042,900,0.0788,0.0669,900,0.0788,0.0208,900,0.0788,0.1477,900,0.0788,0.1755
901,0.0805,0.0472,901,0.0805,0.0144,901,0.0805,0.1474,901,0.0805,0.1906,901,0.0805,0.0736,901,0.0805,0.0257,901,0.0805,0.1115,901,0.0805,0.1353
902,-0.0434,0.0449,902,-0.0434,0.0132,902,-0.0434,0.1489,902,-0.0434,0.1919,902,-0.0434,0.0665,902,-0.0434,0.0257,902,-0.0434,0.1044,902,-0.0434,0.1261
903,0.0402,0.0412,903,0.0402,0.0153,903,0.0402,0.1401,903,0.0402,0.1806,903,0.0402,0.0551,903,0.0402,0.0218,903,0.0402,0.1014,903,0.0402,0.1226
904,-0.0453,0.0406,904,-0.0453,0.0129,904,-0.0453,0.1445,904,-0.0453,0.1849,904,-0.0453,0.0526,904,-0.0453,0.0185,904,-0.0453,0.1065,904,-0.0453,0.128
905,-0.0347,0.0404,905,-0.0347,0.01,905,-0.0347,0.1386,905,-0.0347,0.1816,905,-0.0347,0.0588,905,-0.0347,0.0215,905,-0.0347,0.0842,905,-0.0347,0.0997
906,-0.0058,0.0383,906,-0.0058,0.0085,906,-0.0058,0.1407,906,-0.0058,0.1836,906,-0.0058,0.0553,906,-0.0058,0.0213,906,-0.0058,0.0801,906,-0.0058,0.0927
907,0.0141,0.0338,907,0.0141,0.0126,907,0.0141,0.1303,907,0.0141,0.1708,907,0.0141,0.0447,907,0.0141,0.0215,907,0.0141,0.0766,907,0.0141,0.0919
908,-0.0038,0.0328,908,-0.0038,0.0095,908,-0.0038,0.1341,908,-0.0038,0.1744,908,-0.0038,0.042,908,-0.0038,0.0169,908,-0.0038,0.0777,908,-0.0038,0.0913
909,-0.1449,0.0244,909,-0.1449,0.0064,909,-0.1449,0.0851,909,-0.1449,0.1131,909,-0.1449,0.0398,909,-0.1449,0.0187,909,-0.1449,0.0537,909,-0.1449,0.0618
910,-0.0713,0.0288,910,-0.0713,0.0046,910,-0.0713,0.106,910,-0.0713,0.1397,910,-0.0713,0.0434,910,-0.0713,0.0174,910,-0.0713,0.0626,910,-0.0713,0.0719
911,-0.0359,0.024,911,-0.0359,0.0098,911,-0.0359,0.0898,911,-0.0359,0.1193,911,-0.0359,0.0339,911,-0.0359,0.0215,911,-0.0359,0.0533,911,-0.0359,0.0618
912,-0.037,0.0252,912,-0.037,0.0069,912,-0.037,0.107,912,-0.037,0.1408,912,-0.037,0.0321,912,-0.037,0.0148,912,-0.037,0.0588,912,-0.037,0.0685
913,-0.0339,0.0098,913,-0.0339,0.0034,913,-0.0339,0.0207,913,-0.0339,0.0271,913,-0.0339,0.021,913,-0.0339,0.0177,913,-0.0339,0.0273,913,-0.0339,0.0305
914,-0.0432,0.0125,914,-0.0432,0.0005,914,-0.0432,0.0324,914,-0.0432,0.0416,914,-0.0432,0.0248,914,-0.0432,0.0143,914,-0.0432,0.0342,914,-0.0432,0.0387
915,-0.0639,0.0125,915,-0.0639,0.0086,915,-0.0639,0.025,915,-0.0639,0.0325,915,-0.0639,0.0215,915,-0.0639,0.0236,915,-0.0639,0.0328,915,-0.0639,0.0377
916,-0.0194,0.0101,916,-0.0194,0.0041,916,-0.0194,0.0205,916,-0.0194,0.0268,916,-0.0194,0.0162,916,-0.0194,0.0117,916,-0.0194,0.0266,916,-0.0194,0.0299
917,-0.0031,0.0039,917,-0.0031,0.0031,917,-0.0031,0.0051,917,-0.0031,0.005,917,-0.0031,0.0092,917,-0.0031,0.0206,917,-0.0031,0.0119,917,-0.0031,0.013
918,-0.0782,0.0042,918,-0.0782,-0.0016,918,-0.0782,0.005,918,-0.0782,0.005,918,-0.0782,0.0096,918,-0.0782,0.0135,918,-0.0782,0.0126,918,-0.0782,0.0136
919,0.0514,0.0047,919,0.0514,0.0096,919,0.0514,0.0063,919,0.0514,0.0066,919,0.0514,0.0086,919,0.0514,0.0309,919,0.0514,0.0112,919,0.0514,0.0118
920,-0.0263,0.0037,920,-0.0263,0.0011,920,-0.0263,0.006,920,-0.0263,0.006,920,-0.0263,0.0063,920,-0.0263,0.0075,920,-0.0263,0.0101,920,-0.0263,0.0104
926,0.001,0.1626,926,0.001,0.0201,926,0.001,0.2872,926,0.001,0.3447,926,0.001,0.1635,926,0.001,0.0129,926,0.001,0.3013,926,0.001,0.3609
927,-0.0033,0.1637,927,-0.0033,0.0193,927,-0.0033,0.2656,927,-0.0033,0.3242,927,-0.0033,0.1673,927,-0.0033,0.0181,927,-0.0033,0.2753,927,-0.0033,0.3382
930,0.0176,0.1104,930,0.0176,0.0137,930,0.0176,0.2611,930,0.0176,0.3098,930,0.0176,0.1142,930,0.0176,0.0172,930,0.0176,0.2864,930,0.0176,0.3401
931,0.0205,0.1141,931,0.0205,0.0126,931,0.0205,0.2438,931,0.0205,0.2929,931,0.0205,0.1193,931,0.0205,0.0219,931,0.0205,0.259,931,0.0205,0.3094
933,0.0406,0.139,933,0.0406,0.0213,933,0.0406,0.2698,933,0.0406,0.3207,933,0.0406,0.1539,933,0.0406,0.0173,933,0.0406,0.2864,933,0.0406,0.3369
934,0.0488,0.1406,934,0.0488,0.0208,934,0.0488,0.2486,934,0.0488,0.2978,934,0.0488,0.1594,934,0.0488,0.0208,934,0.0488,0.2584,934,0.0488,0.3086
935,0.0528,0.0899,935,0.0528,0.0132,935,0.0528,0.2444,935,0.0528,0.2895,935,0.0528,0.1057,935,0.0528,0.0164,935,0.0528,0.2591,935,0.0528,0.3006
936,0.0314,0.094,936,0.0314,0.0113,936,0.0314,0.2293,936,0.0314,0.2739,936,0.0314,0.1106,936,0.0314,0.0196,936,0.0314,0.2385,936,0.0314,0.2803
937,-0.0164,0.0998,937,-0.0164,0.0194,937,-0.0164,0.2334,937,-0.0164,0.2799,937,-0.0164,0.1342,937,-0.0164,0.0208,937,-0.0164,0.2514,937,-0.0164,0.2907
938,-0.0194,0.1075,938,-0.0194,0.0188,938,-0.0194,0.2217,938,-0.0194,0.2663,938,-0.0194,0.1429,938,-0.0194,0.0231,938,-0.0194,0.2287,938,-0.0194,0.2653
939,-0.0326,0.0694,939,-0.0326,0.0106,939,-0.0326,0.202,939,-0.0326,0.2446,939,-0.0326,0.0892,939,-0.0326,0.0157,939,-0.0326,0.2132,939,-0.0326,0.2439
940,0.0111,0.0775,940,0.0111,0.0087,940,0.0111,0.2114,940,0.0111,0.2547,940,0.0111,0.0993,940,0.0111,0.0177,940,0.0111,0.2187,940,0.0111,0.2526
941,0.0011,0.0667,941,0.0011,0.0111,941,0.0011,0.1845,941,0.0011,0.2283,941,0.0011,0.1004,941,0.0011,0.0214,941,0.0011,0.1792,941,0.0011,0.2073
942,0.0834,0.0865,942,0.0834,0.0163,942,0.0834,0.1994,942,0.0834,0.2437,942,0.0834,0.1271,942,0.0834,0.0249,942,0.0834,0.199,942,0.0834,0.2289
943,0.0682,0.0577,943,0.0682,0.0069,943,0.0682,0.1789,943,0.0682,0.2207,943,0.0682,0.0743,943,0.0682,0.0143,943,0.0682,0.1763,943,0.0682,0.2026
944,0.0649,0.0663,944,0.0649,0.0059,944,0.0649,0.1882,944,0.0649,0.2305,944,0.0649,0.0873,944,0.0649,0.0167,944,0.0649,0.1857,944,0.0649,0.2132
945,-0.0364,0.0541,945,-0.0364,0.0055,945,-0.0364,0.1671,945,-0.0364,0.2108,945,-0.0364,0.0809,945,-0.0364,0.019,945,-0.0364,0.1395,945,-0.0364,0.1631
946,-0.0792,0.0728,946,-0.0792,0.0107,946,-0.0792,0.1837,946,-0.0792,0.2282,946,-0.0792,0.1107,946,-0.0792,0.0245,946,-0.0792,0.1719,946,-0.0792,0.1996
947,-0.0215,0.0474,947,-0.0215,0.0022,947,-0.0215,0.1631,947,-0.0215,0.2049,947,-0.0215,0.0608,947,-0.0215,0.0122,947,-0.0215,0.1342,947,-0.0215,0.1558
948,-0.0313,0.059,948,-0.0313,0.0034,948,-0.0313,0.1767,948,-0.0313,0.2194,948,-0.0313,0.0809,948,-0.0313,0.0159,948,-0.0313,0.1651,948,-0.0313,0.1911
949,0.0324,0.0486,949,0.0324,0.0022,949,0.0324,0.1601,949,0.0324,0.2038,949,0.0324,0.073,949,0.0324,0.017,949,0.0324,0.128,949,0.0324,0.1499
950,0.0588,0.0721,950,0.0588,0.0097,950,0.0588,0.1797,950,0.0588,0.2245,950,0.0588,0.1104,950,0.0588,0.0246,950,0.0588,0.1655,950,0.0588,0.1935
951,0.0656,0.0415,951,0.0656,-0.0002,951,0.0656,0.1543,951,0.0656,0.1961,951,0.0656,0.0542,951,0.0656,0.0112,951,0.0656,0.1193,951,0.0656,0.1394
952,0.0519,0.0537,952,0.0519,-0.0004,952,0.0519,0.1691,952,0.0519,0.2118,952,0.0519,0.0749,952,0.0519,0.0138,952,0.0519,0.1501,952,0.0519,0.1741
953,-0.0329,0.0435,953,-0.0329,-0.0007,953,-0.0329,0.1534,953,-0.0329,0.1972,953,-0.0329,0.0638,953,-0.0329,0.0148,953,-0.0329,0.11,953,-0.0329,0.1275
954,0.0547,0.065,954,0.0547,0.0041,954,0.0547,0.1727,954,0.0547,0.2176,954,0.0547,0.1002,954,0.0547,0.022,954,0.0547,0.1495,954,0.0547,0.1746
955,-0.0185,0.0346,955,-0.0185,-0.0028,955,-0.0185,0.1425,955,-0.0185,0.1837,955,-0.0185,0.0451,955,-0.0185,0.0094,955,-0.0185,0.0978,955,-0.0185,0.1132
956,-0.0184,0.0498,956,-0.0184,-0.0045,956,-0.0184,0.1554,956,-0.0184,0.197,956,-0.0184,0.062,956,-0.0184,0.0106,956,-0.0184,0.1075,956,-0.0184,0.129
957,0.0281,0.0297,957,0.0281,-0.0037,957,0.0281,0.0983,957,0.0281,0.1247,957,0.0281,0.044,957,0.0281,0.0127,957,0.0281,0.0663,957,0.0281,0.0764
958,-0.0131,0.0433,958,-0.0131,-0.0028,958,-0.0131,0.1064,958,-0.0131,0.1321,958,-0.0131,0.0751,958,-0.0131,0.0185,958,-0.0131,0.1071,958,-0.0131,0.1243
959,0.0273,0.0215,959,0.0273,-0.0035,959,0.0273,0.0801,959,0.0273,0.1023,959,0.0273,0.0268,959,0.0273,0.0078,959,0.0273,0.0493,959,0.0273,0.0564
960,0.009,0.0392,960,0.009,-0.0063,960,0.009,0.0999,960,0.009,0.1247,960,0.009,0.0596,960,0.009,0.0096,960,0.009,0.0877,960,0.009,0.1023
961,-0.1065,0.0076,961,-0.1065,-0.0053,961,-0.1065,0.0091,961,-0.1065,0.0095,961,-0.1065,0.0159,961,-0.1065,0.013,961,-0.1065,0.0222,961,-0.1065,0.025
962,0.0431,0.0109,962,0.0431,-0.0097,962,0.0431,0.0143,962,0.0431,0.0152,962,0.0431,0.0274,962,0.0431,0.0059,962,0.0431,0.0415,962,0.0431,0.0491
963,0.0506,0.0048,963,0.0506,-0.0025,963,0.0506,0.0058,963,0.0506,0.0057,963,0.0506,0.0081,963,0.0506,0.0053,963,0.0506,0.0127,963,0.0506,0.0138
964,0.0266,0.012,964,0.0266,-0.004,964,0.0266,0.0147,964,0.0266,0.0162,964,0.0266,0.024,964,0.0266,0.0035,964,0.0266,0.0309,964,0.0266,0.0363
970,0.0864,0.0776,970,0.0864,0.0371,970,0.0864,0.2142,970,0.0864,0.2554,970,0.0864,0.0686,970,0.0864,0.0273,970,0.0864,0.2072,970,0.0864,0.2358
971,0.0149,0.0817,971,0.0149,0.0249,971,0.0149,0.2263,971,0.0149,0.268,971,0.0149,0.0748,971,0.0149,0.0143,971,0.0149,0.2287,971,0.0149,0.2608
974,-0.0158,0.0563,974,-0.0158,0.025,974,-0.0158,0.2073,974,-0.0158,0.2452,974,-0.0158,0.0401,974,-0.0158,0.0149,974,-0.0158,0.2011,974,-0.0158,0.2246
975,-0.0191,0.0606,975,-0.0191,0.0144,975,-0.0191,0.2164,975,-0.0191,0.2551,975,-0.0191,0.0452,975,-0.0191,0.0045,975,-0.0191,0.2141,975,-0.0191,0.241
977,0.0129,0.0833,977,0.0129,0.0397,977,0.0129,0.2118,977,0.0129,0.2538,977,0.0129,0.0745,977,0.0129,0.0277,977,0.0129,0.2032,977,0.0129,0.2334
978,0.0392,0.0801,978,0.0392,0.0259,978,0.0392,0.2189,978,0.0392,0.2607,978,0.0392,0.0729,978,0.0392,0.0149,978,0.0392,0.219,978,0.0392,0.2504
979,0.0155,0.0566,979,0.0155,0.0284,979,0.0155,0.2036,979,0.0155,0.2415,979,0.0155,0.0381,979,0.0155,0.0174,979,0.0155,0.195,979,0.0155,0.218
980,0.0302,0.0633,980,0.0302,0.0159,980,0.0302,0.2095,980,0.0302,0.2486,980,0.0302,0.0476,980,0.0302,0.006,980,0.0302,0.2056,980,0.0302,0.2323
981,-0.039,0.0914,981,-0.039,0.0429,981,-0.039,0.213,981,-0.039,0.2565,981,-0.039,0.084,981,-0.039,0.0302,981,-0.039,0.2041,981,-0.039,0.237
982,-0.0367,0.0763,982,-0.0367,0.027,982,-0.0367,0.1963,982,-0.0367,0.2369,982,-0.0367,0.0708,982,-0.0367,0.0163,982,-0.0367,0.1906,982,-0.0367,0.2174
983,0.0012,0.0533,983,0.0012,0.0338,983,0.0012,0.1617,983,0.0012,0.1943,983,0.0012,0.0234,983,0.0012,0.0198,983,0.0012,0.1388,983,0.0012,0.1566
984,-0.0424,0.0634,984,-0.0424,0.0164,984,-0.0424,0.2023,984,-0.0424,0.2414,984,-0.0424,0.0476,984,-0.0424,0.0068,984,-0.0424,0.1936,984,-0.0424,0.2193
985,0.0652,0.0603,985,0.0652,0.0394,985,0.0652,0.1394,985,0.0652,0.1691,985,0.0652,0.0545,985,0.0652,0.0349,985,0.0652,0.1161,985,0.0652,0.1318
986,-0.0341,0.0733,986,-0.0341,0.0274,986,-0.0341,0.1763,986,-0.0341,0.2137,986,-0.0341,0.0701,986,-0.0341,0.0171,986,-0.0341,0.1742,986,-0.0341,0.1982
987,0.0153,0.0536,987,0.0153,0.0361,987,0.0153,0.1371,987,0.0153,0.1667,987,0.0153,0.0395,987,0.0153,0.0349,987,0.0153,0.1114,987,0.0153,0.1271
988,0.0019,0.0539,988,0.0019,0.0177,988,0.0019,0.1527,988,0.0019,0.1864,988,0.0019,0.0403,988,0.0019,0.0105,988,0.0019,0.1293,988,0.0019,0.1475
989,-0.0262,0.0561,989,-0.0262,0.0409,989,-0.0262,0.1313,989,-0.0262,0.1603,989,-0.0262,0.0516,989,-0.0262,0.037,989,-0.0262,0.1082,989,-0.0262,0.123
990,0.0559,0.0608,990,0.0559,0.0251,990,0.0559,0.153,990,0.0559,0.1877,990,0.0559,0.0551,990,0.0559,0.0164,990,0.0559,0.132,990,0.0559,0.1506
991,0.0295,0.0519,991,0.0295,0.0365,991,0.0295,0.1301,991,0.0295,0.1593,991,0.0295,0.0424,991,0.0295,0.0373,991,0.0295,0.1045,991,0.0295,0.1197
992,-0.0314,0.0472,992,-0.0314,0.0172,992,-0.0314,0.1422,992,-0.0314,0.1755,992,-0.0314,0.0351,992,-0.0314,0.0112,992,-0.0314,0.1104,992,-0.0314,0.1268
993,0.0471,0.0452,993,0.0471,0.0435,993,0.0471,0.1115,993,0.0471,0.1375,993,0.0471,0.0441,993,0.0471,0.0413,993,0.0471,0.0882,993,0.0471,0.1
994,0.0019,0.0421,994,0.0019,0.0219,994,0.0019,0.1262,994,0.0019,0.1581,994,0.0019,0.0347,994,0.0019,0.0146,994,0.0019,0.0811,994,0.0019,0.0928
995,0.031,0.0423,995,0.031,0.0381,995,0.031,0.1124,995,0.031,0.1391,995,0.031,0.0356,995,0.031,0.042,995,0.031,0.0844,995,0.031,0.0966
996,0.0316,0.0394,996,0.0316,0.016,996,0.0316,0.1303,996,0.0316,0.1627,996,0.0316,0.0283,996,0.0316,0.012,996,0.0316,0.0938,996,0.0316,0.1082
997,0.0109,0.033,997,0.0109,0.0472,997,0.0109,0.0759,997,0.0109,0.0917,997,0.0109,0.0389,997,0.0109,0.0464,997,0.0109,0.0713,997,0.0109,0.0803
998,-0.0568,0.0184,998,-0.0568,0.0174,998,-0.0568,0.0639,998,-0.0568,0.0801,998,-0.0568,0.0157,998,-0.0568,0.0111,998,-0.0568,0.0383,998,-0.0568,0.0442
999,-0.0082,0.0341,999,-0.0082,0.0407,999,-0.0082,0.0926,999,-0.0082,0.1139,999,-0.0082,0.0302,999,-0.0082,0.0492,999,-0.0082,0.0728,999,-0.0082,0.0832
1000,-0.0208,0.028,1000,-0.0208,0.0144,1000,-0.0208,0.1031,1000,-0.0208,0.1289,1000,-0.0208,0.0192,1000,-0.0208,0.0126,1000,-0.0208,0.0645,1000,-0.0208,0.0747
1001,0.0132,0.0337,1001,0.0132,0.052,1001,0.0132,0.0755,1001,0.0132,0.0906,1001,0.0132,0.0438,1001,0.0132,0.051,1001,0.0132,0.0778,1001,0.0132,0.0875
1002,-0.0371,0.0031,1002,-0.0371,0.0133,1002,-0.0371,0.0095,1002,-0.0371,0.0111,1002,-0.0371,0.0033,1002,-0.0371,0.0074,1002,-0.0371,0.0077,1002,-0.0371,0.0087
1003,0.0366,0.0341,1003,0.0366,0.0422,1003,0.0366,0.089,1003,0.0366,0.1089,1003,0.0366,0.0324,1003,0.0366,0.0524,1003,0.0366,0.0768,1003,0.0366,0.088
1004,0.0084,0.0063,1004,0.0084,0.0111,1004,0.0084,0.0213,1004,0.0084,0.026,1004,0.0084,0.005,1004,0.0084,0.0108,1004,0.0084,0.0128,1004,0.0084,0.015
1005,0.0128,0.0288,1005,0.0128,0.0488,1005,0.0128,0.0726,1005,0.0128,0.0875,1005,0.0128,0.0372,1005,0.0128,0.05,1005,0.0128,0.0729,1005,0.0128,0.0822
1006,-0.0198,0.0003,1006,-0.0198,0.0136,1006,-0.0198,0.0021,1006,-0.0198,0.0025,1006,-0.0198,0.0005,1006,-0.0198,0.0093,1006,-0.0198,0.0013,1006,-0.0198,0.0014
1007,-0.0094,0,1007,-0.0094,0.09,1007,-0.0094,0,1007,-0.0094,0,1007,-0.0094,0,1007,-0.0094,0.09,1007,-0.0094,0,1007,-0.0094,0
1008,0.0214,0.0005,1008,0.0214,0.0066,1008,0.0214,0.0002,1008,0.0214,0.0002,1008,0.0214,0.0005,1008,0.0214,0.006,1008,0.0214,0.0007,1008,0.0214,0.0007
1014,-0.0591,0.1116,1014,-0.0591,0.0005,1014,-0.0591,0.3028,1014,-0.0591,0.3264,1014,-0.0591,0.1107,1014,-0.0591,-0.0208,1014,-0.0591,0.3086,1014,-0.0591,0.3212
1015,-0.0307,0.0995,1015,-0.0307,0.0102,1015,-0.0307,0.2924,1015,-0.0307,0.3218,1015,-0.0307,0.0982,1015,-0.0307,-0.0081,1015,-0.0307,0.2985,1015,-0.0307,0.3173
1018,-0.0374,0.0744,1018,-0.0374,0.0027,1018,-0.0374,0.249,1018,-0.0374,0.2968,1018,-0.0374,0.072,1018,-0.0374,-0.009,1018,-0.0374,0.2445,1018,-0.0374,0.284
1019,-0.0005,0.0667,1019,-0.0005,0.0122,1019,-0.0005,0.2483,1019,-0.0005,0.2939,1019,-0.0005,0.064,1019,-0.0005,0.0005,1019,-0.0005,0.2419,1019,-0.0005,0.281
