type,method,difference
vM,H,0.023
vM,H,0.0967
vM,H,0.0455
vM,H,0.0636
vM,H,0.0804
vM,H,0.0159
vM,H,0.0882
vM,H,-0.0005
vM,H,0.0506
vM,H,0.1224
vM,H,-0.0157
vM,H,-0.0425
vM,H,-0.0026
vM,H,-0.0178
vM,H,0.0599
vM,H,0.0559
vM,H,0.0643
vM,H,0.0616
vM,H,0.0337
vM,H,0.0226
vM,H,0.0174
vM,H,0.123
vM,H,0.1075
vM,H,0.0222
vM,H,0.09
vM,H,-0.0107
vM,H,0.1042
vM,H,0.0242
vM,H,0.0384
vM,H,0.0778
vM,H,-0.0008
vM,H,0.0129
vM,H,0.0665
vM,H,-0.003
vM,H,0.0328
vM,H,0.0046
vM,H,-0.0033
vM,H,0.028
vM,H,0.0725
vM,H,0.0384
vM,H,0.04
vM,H,0.0306
vM,H,0.0404
vM,H,-0.0042
vM,H,-0.0034
vM,H,0.0244
vM,H,0.0203
vM,H,0.0094
vM,H,-0.0209
vM,H,0.1698
vM,H,0.1289
vM,H,0.1094
vM,H,0.0645
vM,H,0.115
vM,H,0.0127
vM,H,-0.0512
vM,H,0.1519
vM,H,0.0884
vM,H,0.2125
vM,H,0.1399
vM,H,0.0327
vM,H,0.1077
vM,H,0.0175
vM,H,0.0493
vM,H,0.0327
vM,H,0.0981
vM,H,0.127
vM,H,0.077
vM,H,-0.0877
vM,H,0.0351
vM,H,0.042
vM,H,0.0986
vM,H,0.0976
vM,H,0.0254
vM,H,-0.0046
vM,H,-0.0846
vM,H,0.018
vM,H,0.0305
vM,H,0.125
vM,H,0.0215
vM,H,0.0028
vM,H,0.0342
vM,H,0.1062
vM,H,-0.035
vM,H,0.0039
vM,H,0.0273
vM,H,0.0355
vM,H,0.096
vM,H,0.1106
vM,H,0.0481
vM,H,0.0281
vM,H,0.0801
vM,H,0.0003
vM,H,0.0426
vM,H,0.0347
vM,H,0.0197
vM,H,0.0948
vM,H,0.0413
vM,H,-0.0325
vM,H,0.0143
vM,H,-0.0306
vM,H,0.0542
vM,H,0.0954
vM,H,0.0451
vM,H,-0.0005
vM,H,0.0079
vM,H,-0.0144
vM,H,-0.0224
vM,H,-0.0043
vM,H,0.0695
vM,H,0.0382
vM,H,0.0067
vM,H,0.0175
vM,H,-0.0447
vM,H,0.0306
vM,H,0.0152
vM,H,0.0213
vM,H,0.0366
vM,H,0.1447
vM,H,-0.05
vM,H,-0.0407
vM,H,0.0857
vM,H,0.1228
vM,H,0.0665
vM,H,0.0746
vM,H,0.092
vM,H,0.0812
vM,H,0.0307
vM,H,0.0547
vM,H,0.1236
vM,H,0.121
vM,H,0.0921
vM,H,0.063
vM,H,0.0467
vM,H,0.0724
vM,H,0.0085
vM,H,0.0373
vM,H,0.0789
vM,H,0.059
vM,H,0.0316
vM,H,0.0982
vM,H,0.036
vM,H,0.0442
vM,H,0.0513
vM,H,0.0306
vM,H,0.1191
vM,H,0.1012
vM,H,0.0878
vM,H,0.0866
vM,H,0.0063
vM,H,0.0233
vM,H,0.0535
vM,H,0.0248
vM,H,0.1045
vM,H,0.0778
vM,H,0.0224
vM,H,0.0797
vM,H,0.0632
vM,H,0.0974
vM,H,0.0649
vM,H,0.0274
vM,H,0.0417
vM,H,0.0842
vM,H,0.0125
vM,H,0.029
vM,H,0.1067
vM,H,0.1196
vM,H,0.0777
vM,H,0.0798
vM,H,0.0544
vM,H,0.0521
vM,H,0.0378
vM,H,-0.0099
vM,H,0.0697
vM,H,0.0473
vM,H,0.035
vM,H,0.0484
vM,H,0.0351
vM,H,0.0477
vM,H,0.0312
vM,H,0.0302
vM,H,0.0407
vM,H,0.0118
vM,H,0.0381
vM,H,0.0945
vM,H,0.0324
vM,H,0.0548
vM,H,-0.0076
vM,H,-0.0254
vM,H,0.0575
vM,H,0.0622
vM,H,-0.0254
vM,H,0.0713
vM,H,0.0958
vM,H,0.1103
vM,H,0.0777
vM,H,0.0657
vM,H,0.1455
vM,H,0.1015
vM,H,0.0608
vM,H,0.0875
vM,H,0.0981
vM,H,0.1841
vM,H,0.1489
vM,H,0.1269
vM,H,0.0941
vM,H,0.0894
vM,H,0.0339
vM,H,0.044
vM,H,0.0734
vM,H,0.1239
vM,H,0.0829
vM,H,0.0809
vM,H,0.0556
vM,H,0.0895
vM,H,0.0963
vM,H,0.0628
vM,H,0.0292
vM,H,0.0018
vM,H,0.0506
vM,H,0.1254
vM,H,-0.0076
vM,H,0.0375
vM,H,0.0201
vM,H,-0.1192
vM,H,0.0852
vM,H,0.0544
vM,H,0.0352
vM,H,-0.0131
vM,H,0.0747
vM,H,0.0977
vM,H,0.0614
vM,H,0.0061
vM,H,0.0548
vM,H,0.0743
vM,H,0.0513
vM,H,0.0082
vM,H,0.1234
vM,H,0.1004
vM,H,0.0966
vM,H,0.0114
vM,H,0.0182
vM,H,0.0608
vM,H,-0.0154
vM,H,0.0276
vM,H,0.0573
vM,H,0.1094
vM,H,0.1069
vM,H,0.0219
vM,H,0.0139
vM,H,0.0101
vM,H,0.0251
vM,H,-0.0007
vM,H,-0.0066
vM,H,0.084
vM,H,0.0715
vM,H,0.0351
vM,H,0.0089
vM,H,-0.0055
vM,H,0.0002
vM,H,-0.0013
vM,H,-0.009
vM,H,0.0457
vM,H,-0.0195
vM,H,0.0179
vM,H,0.0344
vM,H,0.0412
vM,H,0.0231
vM,H,0.0362
vM,H,-0.0095
vM,H,0.0455
vM,H,0.0455
vM,H,-0.0724
vM,H,0.0376
vM,H,0.0635
vM,H,-0.0164
vM,H,0.0627
vM,H,-0.0088
vM,H,0.0095
vM,H,-0.0028
vM,H,-0.0569
vM,H,0.0583
vM,H,0.0828
vM,H,-0.0622
vM,H,0.0747
vM,H,0.051
vM,H,0.0147
vM,H,-0.0641
vM,H,-0.073
vM,H,0.0382
vM,H,0.0401
vM,H,0.0244
vM,H,0.072
vM,H,-0.0098
vM,H,-0.0056
vM,H,0.0101
vM,H,-0.1266
vM,H,0.0199
vM,H,-0.0496
vM,H,0.1345
vM,H,0.0036
vM,H,0.1976
vM,H,0.2198
vM,H,0.1058
vM,H,0.1726
vM,H,0.1244
vM,H,0.1469
vM,H,0.123
vM,H,0.0663
vM,H,0.2039
vM,H,0.2794
vM,H,0.271
vM,H,0.0844
vM,H,0.2157
vM,H,0.1216
vM,H,0.0827
vM,H,0.0525
vM,H,0.1018
vM,H,0.2122
vM,H,0.2245
vM,H,0.2634
vM,H,0.0755
vM,H,0.0775
vM,H,0.0668
vM,H,0.0952
vM,H,0.0746
vM,H,0.2511
vM,H,0.0237
vM,H,0.0513
vM,H,-0.0613
vM,H,0.0809
vM,H,-0.0668
vM,H,-0.0234
vM,H,0.0772
vM,H,0.0609
vM,H,0.1254
vM,H,0.1122
vM,H,0.251
vM,H,0.2521
vM,H,0.1607
vM,H,0.2491
vM,H,0.2417
vM,H,0.246
vM,H,0.2048
vM,H,0.2466
vM,H,0.3907
vM,H,0.3151
vM,H,0.1726
vM,H,0.1508
vM,H,0.1503
vM,H,0.138
vM,H,0.1305
vM,H,0.131
vM,H,0.2309
vM,H,0.1422
vM,H,0.0669
vM,H,0.0797
vM,H,0.2751
vM,H,0.1576
vM,H,0.0705
vM,H,0.104
vM,H,0.0932
vM,H,0.1668
vM,H,0.23
vM,H,0.12
vM,H,0.0851
vM,H,0.1513
vM,H,0.1733
vM,H,-0.1045
vM,H,0.1656
vM,H,0.1006
vM,H,0.0529
vM,H,0.13
vM,H,0.2366
vM,H,0.1506
vM,H,0.1802
vM,H,0.155
vM,H,0.197
vM,H,0.1738
vM,H,0.1755
vM,H,0.1844
vM,H,0.244
vM,H,0.164
vM,H,0.2124
vM,H,0.2182
vM,H,0.1791
vM,H,0.1396
vM,H,0.0925
vM,H,0.0862
vM,H,0.1367
vM,H,0.1658
vM,H,0.0987
vM,H,0.1222
vM,H,0.1416
vM,H,0.1025
vM,H,0.1083
vM,H,0.0767
vM,H,0.1541
vM,H,0.1057
vM,H,0.1187
vM,H,0.1292
vM,H,0.0905
vM,H,0.1981
vM,H,0.13
vM,H,0.1306
vM,H,0.1058
vM,H,0.0889
vM,H,0.0677
vM,H,0.0607
vM,H,0.3211
vM,H,0.2979
vM,H,0.2022
vM,H,0.2675
vM,H,0.2405
vM,H,0.3465
vM,H,0.1877
vM,H,0.2011
vM,H,0.2889
vM,H,0.2839
vM,H,0.1914
vM,H,0.2674
vM,H,0.1577
vM,H,0.189
vM,H,0.1413
vM,H,0.1486
vM,H,0.1922
vM,H,0.2018
vM,H,0.1059
vM,H,0.1358
vM,H,0.1029
vM,H,0.1778
vM,H,0.1244
vM,H,0.12
vM,H,0.12
vM,H,0.0645
vM,H,0.1623
vM,H,0.1602
vM,H,0.0983
vM,H,0.1725
vM,H,0.1405
vM,H,0.0824
vM,H,0.1231
vM,H,0.1407
vM,H,0.0886
vM,H,0.0987
vM,H,0.2323
vM,H,0.288
vM,H,0.1793
vM,H,0.199
vM,H,0.1417
vM,H,0.2838
vM,H,0.1799
vM,H,0.1424
vM,H,0.2335
vM,H,0.2284
vM,H,0.2035
vM,H,0.225
vM,H,0.1763
vM,H,0.1693
vM,H,0.2366
vM,H,0.1414
vM,H,0.2611
vM,H,0.18
vM,H,0.1215
vM,H,0.0766
vM,H,0.0962
vM,H,0.1568
vM,H,0.1386
vM,H,0.0778
vM,H,0.1561
vM,H,0.1177
vM,H,0.218
vM,H,0.1216
vM,H,0.0293
vM,H,0.0728
vM,H,0.083
vM,H,0.066
vM,H,0.1105
vM,H,0.0278
vM,H,0.0198
vM,H,0.1572
vM,H,0.2984
vM,H,0.2971
vM,H,0.2378
vM,H,0.257
vM,H,0.2676
vM,H,0.2904
vM,H,0.2257
vM,H,0.201
vM,H,0.2349
vM,H,0.1764
vM,H,0.2609
vM,H,0.3875
vM,H,0.2042
vM,H,0.1611
vM,H,0.1033
vM,H,0.1364
vM,H,0.1945
vM,H,0.3234
vM,H,0.1419
vM,H,0.2131
vM,H,0.0994
vM,H,0.1384
vM,H,0.1599
vM,H,0.1273
vM,H,0.2654
vM,H,0.174
vM,H,0.2245
vM,H,0.1473
vM,H,0.1847
vM,H,0.0529
vM,H,0.0689
vM,H,0.0986
vM,H,0.0576
vM,H,0.0733
vM,H,0.118
vM,H,0.068
vM,H,0.1954
vM,H,0.1244
vM,H,0.2615
vM,H,0.1793
vM,H,0.2049
vM,H,0.2132
vM,H,0.1659
vM,H,0.1733
vM,H,0.2478
vM,H,0.247
vM,H,0.2295
vM,H,0.2679
vM,H,0.1589
vM,H,0.1439
vM,H,0.1515
vM,H,0.1239
vM,H,0.2364
vM,H,0.1171
vM,H,0.2229
vM,H,0.113
vM,H,0.1075
vM,H,0.1152
vM,H,0.2007
vM,H,0.1264
vM,H,0.2319
vM,H,0.1718
vM,H,0.1436
vM,H,0.1465
vM,H,0.1452
vM,H,0.0875
vM,H,0.1189
vM,H,0.0983
vM,H,0.1568
vM,H,0.1502
vM,H,0.1712
vM,H,0.0788
vM,H,0.2222
vM,H,0.1779
vM,H,0.2137
vM,H,0.1866
vM,H,0.2401
vM,H,0.1846
vM,H,0.1653
vM,H,0.1737
vM,H,0.2252
vM,H,0.2935
vM,H,0.189
vM,H,0.2568
vM,H,0.1895
vM,H,0.1397
vM,H,0.1213
vM,H,0.0831
vM,H,0.1722
vM,H,0.1568
vM,H,0.1489
vM,H,0.1842
vM,H,0.1455
vM,H,0.1602
vM,H,0.1256
vM,H,0.0747
vM,H,0.157
vM,H,0.1916
vM,H,0.2166
vM,H,0.1449
vM,H,0.1076
vM,H,0.1314
vM,H,0.0923
vM,H,0.0982
vM,H,0.0833
vM,H,0.1323
vM,H,0.1246
vM,H,0.0735
vM,H,0.1493
vM,H,-0.0005
vM,H,0.1461
vM,H,0.0173
vM,H,0.275
vM,H,0.2518
vM,H,0.2017
vM,H,0.2625
vM,H,0.3562
vM,H,0.3879
vM,H,0.2549
vM,H,0.3227
vM,H,0.3142
vM,H,0.3501
vM,H,0.2425
vM,H,0.291
vM,H,0.3136
vM,H,0.3844
vM,H,0.271
vM,H,0.3858
vM,H,0.2552
vM,H,0.3363
vM,H,0.2133
vM,H,0.3144
vM,H,0.2365
vM,H,0.2505
vM,H,0.2035
vM,H,0.2761
vM,H,0.1017
vM,H,0.0359
vM,H,0.0964
vM,H,0.1119
vM,H,-0.0264
vM,H,0.0148
vM,H,-0.0115
vM,H,0.0494
vM,H,-0.4839
vM,H,-0.5188
vM,H,-0.721
vM,H,-0.6833
vM,H,0.3243
vM,H,0.245
vM,H,0.2824
vM,H,0.2214
vM,H,0.5075
vM,H,0.4816
vM,H,0.4474
vM,H,0.3662
vM,H,0.5158
vM,H,0.4302
vM,H,0.4913
vM,H,0.4977
vM,H,0.4451
vM,H,0.456
vM,H,0.3486
vM,H,0.3668
vM,H,0.2811
vM,H,0.2554
vM,H,0.2261
vM,H,0.2776
vM,H,0.2642
vM,H,0.2477
vM,H,0.1293
vM,H,0.2282
vM,H,0.1439
vM,H,0.1126
vM,H,0.1444
vM,H,0.2127
vM,H,0.1922
vM,H,0.0866
vM,H,0.1956
vM,H,0.1372
vM,H,-0.2411
vM,H,-0.1315
vM,H,-0.244
vM,H,-0.1106
vM,H,0.3079
vM,H,0.3254
vM,H,0.2495
vM,H,0.3034
vM,H,0.3749
vM,H,0.4051
vM,H,0.3957
vM,H,0.4243
vM,H,0.38
vM,H,0.3695
vM,H,0.3498
vM,H,0.337
vM,H,0.2824
vM,H,0.3607
vM,H,0.3651
vM,H,0.3058
vM,H,0.2019
vM,H,0.2637
vM,H,0.2264
vM,H,0.2683
vM,H,0.1686
vM,H,0.1985
vM,H,0.2221
vM,H,0.2448
vM,H,0.1233
vM,H,0.1409
vM,H,0.1671
vM,H,0.1586
vM,H,0.1425
vM,H,0.1352
vM,H,0.2173
vM,H,0.1682
vM,H,-0.3095
vM,H,-0.5289
vM,H,-0.2303
vM,H,-0.4353
vM,H,0.3274
vM,H,0.2802
vM,H,0.2951
vM,H,0.2883
vM,H,0.47
vM,H,0.4957
vM,H,0.3853
vM,H,0.4473
vM,H,0.5024
vM,H,0.5175
vM,H,0.4697
vM,H,0.4798
vM,H,0.5327
vM,H,0.5046
vM,H,0.4777
vM,H,0.4816
vM,H,0.4061
vM,H,0.4033
vM,H,0.3841
vM,H,0.4372
vM,H,0.2859
vM,H,0.279
vM,H,0.2778
vM,H,0.2357
vM,H,0.0766
vM,H,0.1505
vM,H,0.0937
vM,H,0.1792
vM,H,0.1261
vM,H,0.1556
vM,H,0.153
vM,H,0.1438
vM,H,-0.1018
vM,H,-0.2089
vM,H,-0.0233
vM,H,-0.1391
vM,H,0.2498
vM,H,0.2511
vM,H,0.2286
vM,H,0.23
vM,H,0.3888
vM,H,0.4134
vM,H,0.3577
vM,H,0.4344
vM,H,0.3878
vM,H,0.4597
vM,H,0.3507
vM,H,0.4205
vM,H,0.4695
vM,H,0.5255
vM,H,0.401
vM,H,0.4233
vM,H,0.3905
vM,H,0.4251
vM,H,0.3476
vM,H,0.3975
vM,H,0.3249
vM,H,0.2755
vM,H,0.3233
vM,H,0.337
vM,H,0.1335
vM,H,0.0669
vM,H,0.1533
vM,H,0.1014
vM,H,0.0581
vM,H,0.0664
vM,H,0.0819
vM,H,0.1029
vM,H,-0.5166
vM,H,-0.4991
vM,H,-0.6043
vM,H,-0.7154
vM,H,0.3156
vM,H,0.324
vM,H,0.2872
vM,H,0.2453
vM,H,0.533
vM,H,0.4542
vM,H,0.4712
vM,H,0.4732
vM,H,0.5574
vM,H,0.5434
vM,H,0.4443
vM,H,0.4667
vM,H,0.5363
vM,H,0.4576
vM,H,0.4841
vM,H,0.4413
vM,H,0.3799
vM,H,0.4057
vM,H,0.3386
vM,H,0.3895
vM,H,0.296
vM,H,0.2839
vM,H,0.2579
vM,H,0.2168
vM,H,0.1304
vM,H,0.0804
vM,H,0.1236
vM,H,0.2124
vM,H,0.1474
vM,H,0.1309
vM,H,0.1614
vM,H,0.1304
vM,H,-0.5014
vM,H,-0.3731
vM,H,-0.5752
vM,H,-0.396
vM,H,0.2566
vM,H,0.2971
vM,H,0.2138
vM,H,0.2462
vM,H,0.3382
vM,H,0.4497
vM,H,0.4442
vM,H,0.4393
vM,H,0.4434
vM,H,0.3803
vM,H,0.3874
vM,H,0.415
vM,H,0.3402
vM,H,0.3645
vM,H,0.327
vM,H,0.3559
vM,H,0.3669
vM,H,0.2294
vM,H,0.2817
vM,H,0.2599
vM,H,0.2424
vM,H,0.2838
vM,H,0.2849
vM,H,0.1849
vM,H,0.2524
vM,H,0.1001
vM,H,0.1319
vM,H,0.1769
vM,H,0.2103
vM,H,0.1596
vM,H,0.2152
vM,H,0.22
vM,H,-0.0052
vM,H,0.1319
vM,H,0.0346
vM,H,0.1559
vM,H,0.4093
vM,H,0.4353
vM,H,0.3603
vM,H,0.3918
vM,H,0.4429
vM,H,0.3714
vM,H,0.4228
vM,H,0.3976
vM,H,0.3122
vM,H,0.3437
vM,H,0.3592
vM,H,0.3528
vM,H,0.3131
vM,H,0.3095
vM,H,0.3254
vM,H,0.3703
vM,H,0.2743
vM,H,0.3222
vM,H,0.2885
vM,H,0.3264
vM,H,0.3392
vM,H,0.3567
vM,H,0.2192
vM,H,0.3091
vM,H,0.2076
vM,H,0.1406
vM,H,0.2068
vM,H,0.2966
vM,H,0.0927
vM,H,0.06
vM,H,0.1098
vM,H,0.1866
vM,H,0.2181
vM,H,0.1136
vM,H,0.27
vM,H,0.1768
vM,H,0.1474
vM,H,0.213
vM,H,0.1947
vM,H,0.207
vM,H,0.278
vM,H,0.2422
vM,H,0.2437
vM,H,0.2572
vM,H,0.2282
vM,H,0.2298
vM,H,0.1856
vM,H,0.2301
vM,H,0.2555
vM,H,0.2806
vM,H,0.2031
vM,H,0.3199
vM,H,0.1948
vM,H,0.31
vM,H,0.1599
vM,H,0.235
vM,H,0.2118
vM,H,0.2462
vM,H,0.1631
vM,H,0.1589
vM,H,0.11
vM,H,0.0515
vM,H,-0.0039
vM,H,0.0979
vM,H,0.0025
vM,H,0.0409
vM,H,0.0634
vM,H,0.0038
vM,H,-0.7492
vM,H,-0.6389
vM,H,-0.4264
vM,H,-0.3925
vM,H,0.2598
vM,H,0.253
vM,H,0.3688
vM,H,0.2427
vM,H,0.4842
vM,H,0.3661
vM,H,0.3763
vM,H,0.4483
vM,H,0.4609
vM,H,0.377
vM,H,0.2852
vM,H,0.3979
vM,H,0.333
vM,H,0.3482
vM,H,0.2996
vM,H,0.416
vM,H,0.3777
vM,H,0.3089
vM,H,0.3154
vM,H,0.2492
vM,H,0.2672
vM,H,0.1868
vM,H,0.2692
vM,H,0.184
vM,H,0.2656
vM,H,0.193
vM,H,0.1848
vM,H,0.1466
vM,H,0.1632
vM,H,0.1896
vM,H,0.2637
vM,H,0.2747
vM,H,-0.2397
vM,H,-0.0678
vM,H,-0.1341
vM,H,0.0983
vM,H,0.2049
vM,H,0.2726
vM,H,0.2064
vM,H,0.2113
vM,H,0.3936
vM,H,0.3972
vM,H,0.3707
vM,H,0.368
vM,H,0.3602
vM,H,0.3382
vM,H,0.3566
vM,H,0.3261
vM,H,0.3537
vM,H,0.2679
vM,H,0.2949
vM,H,0.3033
vM,H,0.2888
vM,H,0.2333
vM,H,0.2744
vM,H,0.1468
vM,H,0.242
vM,H,0.2175
vM,H,0.2194
vM,H,0.1288
vM,H,0.1772
vM,H,0.1293
vM,H,0.1802
vM,H,0.1175
vM,H,0.1639
vM,H,0.2014
vM,H,0.2375
vM,H,0.1912
vM,H,-0.1224
vM,H,-0.2622
vM,H,0.0636
vM,H,-0.0823
vM,H,0.2968
vM,H,0.3136
vM,H,0.2885
vM,H,0.2421
vM,H,0.3804
vM,H,0.3915
vM,H,0.3576
vM,H,0.4222
vM,H,0.3977
vM,H,0.4319
vM,H,0.3335
vM,H,0.3989
vM,H,0.4133
vM,H,0.4826
vM,H,0.394
vM,H,0.386
vM,H,0.3306
vM,H,0.3551
vM,H,0.3047
vM,H,0.2888
vM,H,0.2044
vM,H,0.2838
vM,H,0.245
vM,H,0.2251
vM,H,0.1609
vM,H,0.1271
vM,H,0.1373
vM,H,0.1886
vM,H,0.1434
vM,H,0.1945
vM,H,0.1455
vM,H,0.1081
vM,H,0.0652
vM,H,-0.0122
vM,H,0.1695
vM,H,0.1392
vM,H,0.2248
vM,H,0.2276
vM,H,0.2721
vM,H,0.2508
vM,H,0.3284
vM,H,0.3392
vM,H,0.2897
vM,H,0.3189
vM,H,0.2804
vM,H,0.3238
vM,H,0.2914
vM,H,0.3369
vM,H,0.3478
vM,H,0.4215
vM,H,0.289
vM,H,0.3333
vM,H,0.3352
vM,H,0.3768
vM,H,0.192
vM,H,0.3115
vM,H,0.1739
vM,H,0.3465
vM,H,0.2018
vM,H,0.2034
vM,H,0.0514
vM,H,0.1682
vM,H,0.0879
vM,H,0.1092
vM,H,0.0724
vM,H,0.1092
vM,H,0.0743
vM,H,0.1068
vM,H,-0.388
vM,H,-0.6304
vM,H,-0.211
vM,H,-0.2304
vM,H,0.2466
vM,H,0.3254
vM,H,0.3542
vM,H,0.3296
vM,H,0.4899
vM,H,0.474
vM,H,0.3898
vM,H,0.4566
vM,H,0.4095
vM,H,0.3256
vM,H,0.3079
vM,H,0.4266
vM,H,0.4793
vM,H,0.4274
vM,H,0.3827
vM,H,0.3799
vM,H,0.3322
vM,H,0.3713
vM,H,0.3265
vM,H,0.3032
vM,H,0.2785
vM,H,0.2914
vM,H,0.2962
vM,H,0.3374
vM,H,0.2154
vM,H,0.1987
vM,H,0.1416
vM,H,0.1254
vM,H,0.1809
vM,H,0.1697
vM,H,0.051
vM,H,0.0575
vM,H,-0.5126
vM,H,-0.3432
vM,H,-0.3459
vM,H,-0.2433
vM,H,0.2682
vM,H,0.2792
vM,H,0.2262
vM,H,0.2544
vM,H,0.4725
vM,H,0.4225
vM,H,0.4239
vM,H,0.43
vM,H,0.4483
vM,H,0.3977
vM,H,0.3708
vM,H,0.3551
vM,H,0.3789
vM,H,0.3999
vM,H,0.3437
vM,H,0.398
vM,H,0.2636
vM,H,0.2425
vM,H,0.3151
vM,H,0.2516
vM,H,0.2271
vM,H,0.2117
vM,H,0.1273
vM,H,0.2557
vM,H,0.1962
vM,H,0.2303
vM,H,0.1789
vM,H,0.182
vM,H,0.2679
vM,H,0.2058
vM,H,0.2089
vM,H,0.2161
vM,H,0.1118
vM,H,0.2107
vM,H,0.1709
vM,H,0.1947
vM,H,0.3026
vM,H,0.3493
vM,H,0.2553
vM,H,0.3013
vM,H,0.3627
vM,H,0.3612
vM,H,0.3064
vM,H,0.3611
vM,H,0.3036
vM,H,0.3167
vM,H,0.2775
vM,H,0.2872
vM,H,0.3939
vM,H,0.3706
vM,H,0.3277
vM,H,0.3103
vM,H,0.2342
vM,H,0.3155
vM,H,0.1692
vM,H,0.2567
vM,H,0.1572
vM,H,0.307
vM,H,0.1342
vM,H,0.216
vM,H,0.1332
vM,H,0.1958
vM,H,0.1624
vM,H,0.1724
vM,H,0.1144
vM,H,0.1624
vM,H,0.1589
vM,H,0.2275
vM,H,0.1341
vM,H,-0.0594
vM,H,0.3425
vM,H,0.3176
vM,H,0.4202
vM,H,0.4294
vM,H,0.4484
vM,H,0.4348
vM,H,0.4113
vM,H,0.4666
vM,H,0.3905
vM,H,0.3848
vM,H,0.2837
vM,H,0.1902
vM,H,0.1255
vM,H,0.02
vM,H,-0.0062
vM,H,0.0338
vM,H,-0.0002
vM,H,0.01
vM,H,-0.2699
vM,H,-0.2728
vM,H,0.3908
vM,H,0.4462
vM,H,0.3264
vM,H,0.3509
vM,H,0.5917
vM,H,0.4661
vM,H,0.5775
vM,H,0.4216
vM,H,0.5544
vM,H,0.4868
vM,H,0.4298
vM,H,0.5324
vM,H,0.5038
vM,H,0.4442
vM,H,0.5001
vM,H,0.4504
vM,H,0.3191
vM,H,0.2949
vM,H,0.2486
vM,H,0.3475
vM,H,0.2696
vM,H,0.2181
vM,H,0.2594
vM,H,0.2617
vM,H,0.1017
vM,H,0.0743
vM,H,0.1044
vM,H,0.0787
vM,H,0.0471
vM,H,0.0799
vM,H,-0.0075
vM,H,0.1268
vM,H,0.1183
vM,H,0.1284
vM,H,-0.1394
vM,H,-0.086
vM,H,0.4607
vM,H,0.4973
vM,H,0.328
vM,H,0.3999
vM,H,0.4702
vM,H,0.4858
vM,H,0.5322
vM,H,0.4638
vM,H,0.3689
vM,H,0.3169
vM,H,0.4023
vM,H,0.3257
vM,H,0.303
vM,H,0.2874
vM,H,0.3103
vM,H,0.3103
vM,H,0.1821
vM,H,0.1386
vM,H,0.1372
vM,H,0.2018
vM,H,0.137
vM,H,0.1495
vM,H,0.0936
vM,H,0.1633
vM,H,0.0908
vM,H,0.0971
vM,H,0.0603
vM,H,0.0824
vM,H,0.1045
vM,H,0.0672
vM,H,0.1194
vM,H,0.1076
vM,H,-0.2389
vM,H,-0.2256
vM,H,-0.3582
vM,H,-0.382
vM,H,0.3499
vM,H,0.4319
vM,H,0.3041
vM,H,0.3303
vM,H,0.5627
vM,H,0.6059
vM,H,0.5209
vM,H,0.5731
vM,H,0.6383
vM,H,0.6037
vM,H,0.6014
vM,H,0.5715
vM,H,0.5966
vM,H,0.6632
vM,H,0.5543
vM,H,0.5778
vM,H,0.4741
vM,H,0.4208
vM,H,0.4616
vM,H,0.458
vM,H,0.2879
vM,H,0.2274
vM,H,0.1724
vM,H,0.2502
vM,H,0.1226
vM,H,0.0777
vM,H,0.1157
vM,H,0.1385
vM,H,0.0399
vM,H,0.0694
vM,H,0.0712
vM,H,0.1283
vM,H,-0.0941
vM,H,-0.2118
vM,H,-0.131
vM,H,-0.267
vM,H,0.3106
vM,H,0.3194
vM,H,0.263
vM,H,0.2923
vM,H,0.4824
vM,H,0.5335
vM,H,0.4217
vM,H,0.4685
vM,H,0.4754
vM,H,0.5619
vM,H,0.4503
vM,H,0.4911
vM,H,0.517
vM,H,0.5743
vM,H,0.4716
vM,H,0.554
vM,H,0.4496
vM,H,0.4893
vM,H,0.3776
vM,H,0.5231
vM,H,0.2974
vM,H,0.1708
vM,H,0.2242
vM,H,0.1343
vM,H,0.0285
vM,H,0.0668
vM,H,0.0771
vM,H,0.045
vM,H,0.0953
vM,H,0.0687
vM,H,0.0553
vM,H,0.0761
vM,H,-0.165
vM,H,-0.1298
vM,H,-0.3553
vM,H,-0.2887
vM,H,0.4692
vM,H,0.4002
vM,H,0.387
vM,H,0.3668
vM,H,0.7098
vM,H,0.624
vM,H,0.5837
vM,H,0.5614
vM,H,0.6368
vM,H,0.6131
vM,H,0.5803
vM,H,0.5322
vM,H,0.6291
vM,H,0.5538
vM,H,0.5108
vM,H,0.5426
vM,H,0.4144
vM,H,0.3779
vM,H,0.4362
vM,H,0.4473
vM,H,0.2717
vM,H,0.2832
vM,H,0.264
vM,H,0.2809
vM,H,0.0951
vM,H,0.0979
vM,H,0.1497
vM,H,0.1262
vM,H,0.0326
vM,H,0.0267
vM,H,0.1428
vM,H,0.0362
vM,H,0.0558
vM,H,0.1273
vM,H,-0.2063
vM,H,-0.221
vM,H,0.4388
vM,H,0.4286
vM,H,0.2774
vM,H,0.3207
vM,H,0.4058
vM,H,0.5213
vM,H,0.4242
vM,H,0.5113
vM,H,0.4254
vM,H,0.4218
vM,H,0.4563
vM,H,0.4519
vM,H,0.4419
vM,H,0.3393
vM,H,0.4573
vM,H,0.4075
vM,H,0.2462
vM,H,0.2896
vM,H,0.2793
vM,H,0.2779
vM,H,0.2368
vM,H,0.1399
vM,H,0.1983
vM,H,0.1159
vM,H,0.0316
vM,H,0.0725
vM,H,0.1694
vM,H,0.0628
vM,H,0.0755
vM,H,0.1454
vM,H,0.1882
vM,H,0.043
vM,H,0.1715
